search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL600734	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHLORPYRIFOS	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL172988	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL598270	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL586061	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FLAVONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	2-PHENYLPHENOL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ETOXAZOLE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL426404	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	LY-294002	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	NOVIFLUMURON	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FIPEXIDE HYDROCHLORIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	AZINPHOS-ETHYL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ALPHA-ENDOSULFAN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PYRIDALYL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DOXORUBICIN HYDROCHLORIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL38508	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ISOPROPYL PALMITATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	NAMODENOSON	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	EPINEPHRINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL138061	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	SOFALCONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	YANGONIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	BORTEZOMIB	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	HAPLAMINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TRIDECAN-1-OL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL118417	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL1563896	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	RONNEL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CYCLOSPORINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL1761683	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL577660	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TRYPTANTHRIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TEBUFENOZIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PYROGALLOL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FLUFENACET	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PREGNENOLONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL42355	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	NALED	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ETHACRYNIC ACID	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL1170485	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	EFAVIRENZ	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	SIDURON	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL578502	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ALFUZOSIN HYDROCHLORIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PROPYL GALLATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	OUABAIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PROCHLORPERAZINE EDISYLATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CIS/TRANS-ISOEUGENOL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DIMETHYL YELLOW	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	LEVOTHYROXINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL429095	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	METHYL ALCOHOL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL261692	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL578915	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	METACRESOL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FLUMETHASONE PIVALATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	METHYLPARABEN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ENDRIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL585439	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	LIOTHYRONINE SODIUM	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CLIOXANIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DEXAMETHASONE SODIUM PHOSPHATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FURAZOLIDONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PHENAZINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DEFEROXAMINE MESYLATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CARFILZOMIB	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	HYCANTHONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ATORVASTATIN CALCIUM	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	HYDROCORTISONE ACETATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	STANOZOLOL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	AMINACRINE HYDROCHLORIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DICHLON	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FLUORANTHENE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL77675	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	THIAMINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL220845	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DOPAMINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHLORPYRIFOS-METHYL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	FLUORODIFEN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ANISOMYCIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	THIORPHAN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	BUMETANIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PHENOXYCARB	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	BROMETHALIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PROPACHLOR	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PHENACYL CHLORIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DIBUTYLDICHLOROSTANNANE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHLORMIDAZOLE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL156959	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CRUFOMATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	RHEIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL536599	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CARFENTRAZONE-ETHYL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	E319	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CISPLATIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	2-NITROFLUORENE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	3-METHYLCHOLANTHRENE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL443436	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DIETHYLCARBAMAZINE CITRATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	MALINAMIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL81782	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	STROPHANTHIDIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	ACROLEIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	AZOXYSTROBIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CELECOXIB	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL607140	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	1-HYDROXY-4-ETHOXYBENZENE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	DIETHYLSTILBESTROL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL529138	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	8-CYCLOPENTYLTHEOPHYLLINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	OXYQUINOLINE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL578944	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL73380	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TETRANITROMETHANE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	NIHYDRAZONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHLOROXURON	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PREDNISOLONE ACETATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL220087	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	OMEPRAZOLE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	PROGESTERONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TOLPERISONE HYDROCHLORIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	IOPANOIC ACID	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHEMBL1079460	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	AMCINAFIDE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TOSUFLOXACIN TOSYLATE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CHLOROPHENOTHANE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	CINOBUFOTALIN	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	MESO-HEXESTROL	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	OCTABENZONE	""	DTC	""
NFE2L2	NFE2L2	Definite	NFE2L2	TIOXOLONE	""	DTC	""
PON1	PON1	Definite	PON1	ATORVASTATIN	""	PharmGKB	19904013|18430057|16238680
PON1	PON1	Definite	PON1	QUERCETIN	""	DTC	23623675
PON1	PON1	Definite	PON1	SIMVASTATIN	""	PharmGKB	19904013|18430057|16238680
PON1	PON1	Definite	PON1	EPIRUBICIN	""	PharmGKB	""
PON1	PON1	Definite	PON1	FLUOROURACIL	""	PharmGKB	""
PON1	PON1	Definite	PON1	OXALIPLATIN	""	PharmGKB	""
CCL2	CCL2	Definite	CCL2	CARLUMAB	inhibitor	ChemblInteractions|TTD	""
CCL2	CCL2	Definite	CCL2	RISPERIDONE	""	PharmGKB	24495780
CCL2	CCL2	Definite	CCL2	BINDARIT	""	TTD	""
CCR5	CCR5	Definite	CCR5	MARAVIROC	antagonist	DTC|TdgClinicalTrial|ChemblInteractions|TEND|GuideToPharmacology|PharmGKB|TTD	19692476|19098484|11752352|16298345|17016423|17139284
CCR5	CCR5	Definite	CCR5	LERONLIMAB	antibody|antagonist	ChemblInteractions|GuideToPharmacology|TTD	11134270|31903790
CCR5	CCR5	Definite	CCR5	APLAVIROC	antagonist	GuideToPharmacology	""
CCR5	CCR5	Definite	CCR5	CHEMBL41275	antagonist	GuideToPharmacology	""
CCR5	CCR5	Definite	CCR5	ANCRIVIROC	antagonist	GuideToPharmacology	""
CCR5	CCR5	Definite	CCR5	CENICRIVIROC	antagonist	TdgClinicalTrial|ChemblInteractions|GuideToPharmacology|TTD	""
CCR5	CCR5	Definite	CCR5	APLAVIROC HYDROCHLORIDE	antagonist	ChemblInteractions	""
CCR5	CCR5	Definite	CCR5	AZD5672	antagonist	ChemblInteractions|GuideToPharmacology	""
CCR5	CCR5	Definite	CCR5	CHEMBL207004	antagonist	DTC|GuideToPharmacology|TTD	26451468
CCR5	CCR5	Definite	CCR5	VICRIVIROC	antagonist	TdgClinicalTrial|GuideToPharmacology|TTD	18495779|17243065
CCR5	CCR5	Definite	CCR5	INCB-9471	antagonist	ChemblInteractions|TTD	""
CCR5	CCR5	Definite	CCR5	PF-232798	""	TTD	""
CCR5	CCR5	Definite	CCR5	PF-04634817	antagonist	ChemblInteractions	""
CCR5	CCR5	Definite	CCR5	VICRIVIROC MALEATE	antagonist	ChemblInteractions	""
CCR5	CCR5	Definite	CCR5	CHEMBL2018969	antagonist	GuideToPharmacology	""
IL17A	IL17A	Definite	IL17A	MANNITOL	""	NCI	18310510
IL17A	IL17A	Definite	IL17A	SIMVASTATIN	""	NCI	18203812
IL17A	IL17A	Definite	IL17A	SIROLIMUS	""	NCI	17061983
IL17A	IL17A	Definite	IL17A	BRODALUMAB	""	TTD	""
IL17A	IL17A	Definite	IL17A	VIDOFLUDIMUS	""	TdgClinicalTrial	""
IL17A	IL17A	Definite	IL17A	REMTOLUMAB	""	TTD	""
IL17A	IL17A	Definite	IL17A	TETRACYCLINE	""	NCI	17785852
IL17A	IL17A	Definite	IL17A	SECUKINUMAB	antagonist|inhibitor	ChemblInteractions	25354738
IL17A	IL17A	Definite	IL17A	ERYTHROMYCIN	""	NCI	17061983
IL17A	IL17A	Definite	IL17A	GENTAMICIN	""	NCI	18802100
IL17A	IL17A	Definite	IL17A	IXEKIZUMAB	inhibitor|antibody	ChemblInteractions|TTD	""
IL17A	IL17A	Definite	IL17A	ABBV-257	""	TTD	""
IL17A	IL17A	Definite	IL17A	M-1095	""	TTD	""
IL17A	IL17A	Definite	IL17A	VUNAKIZUMAB	""	TTD	""
IL17A	IL17A	Definite	IL17A	CJM-112	""	TTD	""
IL17A	IL17A	Definite	IL17A	BIMEKIZUMAB	""	TTD	""
CDKN1A	CDKN1A	Definite	CDKN1A	MELPHALAN	""	NCI	11507071
CDKN1A	CDKN1A	Definite	CDKN1A	CARBOPLATIN	""	NCI	12168940
CDKN1A	CDKN1A	Definite	CDKN1A	DIAZIQUONE	""	NCI	8943236
CDKN1A	CDKN1A	Definite	CDKN1A	DICUMAROL	""	NCI	9343371
CDKN1A	CDKN1A	Definite	CDKN1A	EPOETIN BETA	""	NCI	11023508
CDKN1A	CDKN1A	Definite	CDKN1A	CYCLOSPORINE	""	NCI	11827957
CDKN1A	CDKN1A	Definite	CDKN1A	VINBLASTINE	""	NCI	8763853
CDKN1A	CDKN1A	Definite	CDKN1A	PENTETIC ACID	""	NCI	9343371
CDKN1A	CDKN1A	Definite	CDKN1A	FLUTAMIDE	""	NCI	16281084
CDKN1A	CDKN1A	Definite	CDKN1A	CELECOXIB	""	PharmGKB	22336956
CDKN1A	CDKN1A	Definite	CDKN1A	PACLITAXEL	""	NCI	12574211
CDKN1A	CDKN1A	Definite	CDKN1A	NICOTINE	""	NCI	16011614
CDKN1A	CDKN1A	Definite	CDKN1A	FLUOROURACIL	""	NCI|CIViC	24708484|15067352
CDKN1A	CDKN1A	Definite	CDKN1A	CLADRIBINE	""	NCI	12473386
CDKN1A	CDKN1A	Definite	CDKN1A	ROMIDEPSIN	""	NCI	15014036
CDKN1A	CDKN1A	Definite	CDKN1A	ACETAMINOPHEN	""	NCI	16330492
CDKN1A	CDKN1A	Definite	CDKN1A	DEOXYCYTIDINE	""	NCI	16276353
CDKN1A	CDKN1A	Definite	CDKN1A	IRINOTECAN HYDROCHLORIDE	""	NCI	12032863
PIK3CA	PIK3CA	Definite	PIK3CA	OLAPARIB	""	JAX-CKB	26909613
PIK3CA	PIK3CA	Definite	PIK3CA	PICTILISIB	inhibitor	DTC|MyCancerGenome|JAX-CKB|ChemblInteractions|CIViC|GuideToPharmacology	28119489|23136191|27197306|22084396|27604488|24339963|27020857|27196766|24601221|23674493|26058079|27174596|27489350|23888070|23360348
PIK3CA	PIK3CA	Definite	PIK3CA	NERATINIB	""	JAX-CKB	26243863|26333383|26627007
PIK3CA	PIK3CA	Definite	PIK3CA	LAPATINIB	""	JAX-CKB|CIViC|PharmGKB	22294718|26270481|23940356|26920887|26245675|26627007|25199759|19010894
PIK3CA	PIK3CA	Definite	PIK3CA	TAMOXIFEN	""	JAX-CKB	26116361
PIK3CA	PIK3CA	Definite	PIK3CA	ALPELISIB	inhibitor	ClearityFoundationBiomarkers|MyCancerGenome|JAX-CKB|ChemblInteractions|CIViC|GuideToPharmacology|CancerCommons|MyCancerGenomeClinicalTrial|PharmGKB|TTD|FDA|OncoKB	24608574|31091374|27974663|27451907|27126994|28119489|27604488|27602501|26013318|26627007|28852212|29109464
PIK3CA	PIK3CA	Definite	PIK3CA	VS-5584	inhibitor	JAX-CKB|ChemblInteractions|GuideToPharmacology	23270925
PIK3CA	PIK3CA	Definite	PIK3CA	FIMEPINOSTAT	inhibitor	JAX-CKB|ChemblInteractions|GuideToPharmacology	20570890|22693356
PIK3CA	PIK3CA	Definite	PIK3CA	OMIPALISIB	inhibitor	ClearityFoundationBiomarkers|JAX-CKB|ChemblInteractions|GuideToPharmacology|MyCancerGenomeClinicalTrial	26603258
PIK3CA	PIK3CA	Definite	PIK3CA	ERLOTINIB	""	CIViC	21258250
PIK3CA	PIK3CA	Definite	PIK3CA	SELUMETINIB	""	JAX-CKB	26232337|26137449|21358673|26272063|24939055|22271687
PIK3CA	PIK3CA	Definite	PIK3CA	PERIFOSINE	""	CIViC	19706758
PIK3CA	PIK3CA	Definite	PIK3CA	QUERCETIN	inhibitor	DTC|MyCancerGenome|NCI	22212721|17045724
PIK3CA	PIK3CA	Definite	PIK3CA	PANULISIB	inhibitor	JAX-CKB|ChemblInteractions|GuideToPharmacology	25700704
PIK3CA	PIK3CA	Definite	PIK3CA	DEMCIZUMAB	""	JAX-CKB	26855149
PIK3CA	PIK3CA	Definite	PIK3CA	ALDESLEUKIN	""	NCI	10229082
PIK3CA	PIK3CA	Definite	PIK3CA	ASPIRIN	""	CIViC	23094721|30683736
PIK3CA	PIK3CA	Definite	PIK3CA	CHEMBL1379243	""	DTC	22212721
PIK3CA	PIK3CA	Definite	PIK3CA	DOXIL	""	JAX-CKB	21216929
PIK3CA	PIK3CA	Definite	PIK3CA	CHEMBL1765740	""	JAX-CKB	27451907
PIK3CA	PIK3CA	Definite	PIK3CA	RIBOCICLIB	""	CIViC	25002028
PIK3CA	PIK3CA	Definite	PIK3CA	RALOXIFENE	""	NCI	11901050
PIK3CA	PIK3CA	Definite	PIK3CA	DOXORUBICIN	""	JAX-CKB|NCI	27893038|16905201|12761490
PIK3CA	PIK3CA	Definite	PIK3CA	SULINDAC	""	NCI|CIViC	12654560|30683736
PIK3CA	PIK3CA	Definite	PIK3CA	TASELISIB	inhibitor	MyCancerGenome|JAX-CKB|ChemblInteractions|CIViC|GuideToPharmacology|TTD|OncoKB	25172762|23662903|26589432|26333383|28331003
PIK3CA	PIK3CA	Definite	PIK3CA	EMODIN	""	DTC	22212721
PIK3CA	PIK3CA	Definite	PIK3CA	CHEMBL589258	""	JAX-CKB	20371716
PIK3CA	PIK3CA	Definite	PIK3CA	PACLITAXEL	""	JAX-CKB|NCI	21216929|26245675|24170767|26469692|12761490
PIK3CA	PIK3CA	Definite	PIK3CA	A-443654	""	JAX-CKB	19208828|24569089|24978597
PIK3CA	PIK3CA	Definite	PIK3CA	PERTUZUMAB	""	JAX-CKB	23940356
PIK3CA	PIK3CA	Definite	PIK3CA	PI-103	inhibitor	MyCancerGenome|JAX-CKB|GuideToPharmacology	22336586
PIK3CA	PIK3CA	Definite	PIK3CA	TEMSIROLIMUS	""	ClearityFoundationBiomarkers|JAX-CKB|CIViC	19706758|27893038|25527417|21289267|22271473|22245973|27016228|21216929
PIK3CA	PIK3CA	Definite	PIK3CA	LUCITANIB	""	JAX-CKB	27126994
PIK3CA	PIK3CA	Definite	PIK3CA	RESVERATROL	""	NCI	15925284
PIK3CA	PIK3CA	Definite	PIK3CA	LETROZOLE	""	JAX-CKB	27126994
PIK3CA	PIK3CA	Definite	PIK3CA	AEW-541	""	JAX-CKB	27196766
PIK3CA	PIK3CA	Definite	PIK3CA	REGORAFENIB	""	JAX-CKB	23629727|25838391
PIK3CA	PIK3CA	Definite	PIK3CA	PRASTERONE	""	NCI	15501480
PIK3CA	PIK3CA	Definite	PIK3CA	DABRAFENIB	""	JAX-CKB	27797976
PIK3CA	PIK3CA	Definite	PIK3CA	RIDAFOROLIMUS	""	JAX-CKB	26187616
PIK3CA	PIK3CA	Definite	PIK3CA	TANESPIMYCIN	""	NCI	16267832
PIK3CA	PIK3CA	Definite	PIK3CA	GEMCITABINE	""	JAX-CKB	28750271
PIK3CA	PIK3CA	Definite	PIK3CA	DASATINIB	""	JAX-CKB	26855149
PIK3CA	PIK3CA	Definite	PIK3CA	FLOXURIDINE	""	JAX-CKB	25714871
PIK3CA	PIK3CA	Definite	PIK3CA	AFURESERTIB	""	JAX-CKB	24978597
PIK3CA	PIK3CA	Definite	PIK3CA	PILARALISIB	inhibitor	ClearityFoundationBiomarkers|MyCancerGenome|JAX-CKB|ChemblInteractions|GuideToPharmacology	21216929|25637314|24166903
PIK3CA	PIK3CA	Definite	PIK3CA	ABT 737	""	JAX-CKB	27974663
PIK3CA	PIK3CA	Definite	PIK3CA	MK-2206	""	JAX-CKB	26084990|22932669|26187616|21289267|26627007
PIK3CA	PIK3CA	Definite	PIK3CA	CAPECITABINE	""	JAX-CKB|CIViC	26920887
PIK3CA	PIK3CA	Definite	PIK3CA	PIMASERTIB	""	JAX-CKB	23629727
PIK3CA	PIK3CA	Definite	PIK3CA	METFORMIN	""	JAX-CKB	23986086
PIK3CA	PIK3CA	Definite	PIK3CA	SURAMIN	""	NCI	15833899
PIK3CA	PIK3CA	Definite	PIK3CA	PF-04691502	inhibitor	ClearityFoundationBiomarkers|MyCancerGenome|JAX-CKB|ChemblInteractions|GuideToPharmacology	21750219
PIK3CA	PIK3CA	Definite	PIK3CA	AT-13148	""	JAX-CKB	22781553
PIK3CA	PIK3CA	Definite	PIK3CA	IRINOTECAN	""	JAX-CKB	24042735|16707468|21325073|25714871
PIK3CA	PIK3CA	Definite	PIK3CA	CC-223	""	JAX-CKB	24978597|25855786|26177599
PIK3CA	PIK3CA	Definite	PIK3CA	COBIMETINIB	""	JAX-CKB	22084396
PIK3CA	PIK3CA	Definite	PIK3CA	SORAFENIB	""	JAX-CKB	23629727|25363205
PIK3CA	PIK3CA	Definite	PIK3CA	SONOLISIB	inhibitor	MyCancerGenome|JAX-CKB|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial	22693357
PIK3CA	PIK3CA	Definite	PIK3CA	TAK-733	""	JAX-CKB	26439693
PIK3CA	PIK3CA	Definite	PIK3CA	OPRELVEKIN	""	NCI	8641341
PIK3CA	PIK3CA	Definite	PIK3CA	DOCETAXEL	""	PharmGKB	20157331
PIK3CA	PIK3CA	Definite	PIK3CA	CELECOXIB	""	CIViC	30683736
PIK3CA	PIK3CA	Definite	PIK3CA	AMG-319	inhibitor	GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	LENIOLISIB	inhibitor	GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	PWT-33587	inhibitor	ChemblInteractions	""
PIK3CA	PIK3CA	Definite	PIK3CA	RG-7666	inhibitor	ChemblInteractions	""
PIK3CA	PIK3CA	Definite	PIK3CA	DEZAPELISIB	inhibitor	GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	BGT-226	inhibitor	ChemblInteractions|GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	RECILISIB	inhibitor	ChemblInteractions	""
PIK3CA	PIK3CA	Definite	PIK3CA	GSK-2636771	inhibitor	MyCancerGenome	""
PIK3CA	PIK3CA	Definite	PIK3CA	SAR-260301	inhibitor	GuideToPharmacology|CancerCommons	""
PIK3CA	PIK3CA	Definite	PIK3CA	NEMIRALISIB	inhibitor	GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	INK-1117	inhibitor	MyCancerGenome|ChemblInteractions|TTD	""
PIK3CA	PIK3CA	Definite	PIK3CA	BAY-1082439	inhibitor	ChemblInteractions	""
PIK3CA	PIK3CA	Definite	PIK3CA	ACALISIB	inhibitor	JAX-CKB|GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	TENALISIB	inhibitor	GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	UPROSERTIB	""	JAX-CKB	""
PIK3CA	PIK3CA	Definite	PIK3CA	BIMIRALISIB	inhibitor	GuideToPharmacology	""
PIK3CA	PIK3CA	Definite	PIK3CA	GDC-0077	inhibitor	GuideToPharmacology|OncoKB	""
PIK3CA	PIK3CA	Definite	PIK3CA	CHEMBL1939433	""	DTC	22212721
PIK3CA	PIK3CA	Definite	PIK3CA	LINSITINIB	""	JAX-CKB	27196766
PIK3CA	PIK3CA	Definite	PIK3CA	NAVITOCLAX	""	JAX-CKB	27197306|27659046
PIK3CA	PIK3CA	Definite	PIK3CA	DS-7423	inhibitor	ClearityFoundationBiomarkers|JAX-CKB|ChemblInteractions	24504419
PIK3CA	PIK3CA	Definite	PIK3CA	CETUXIMAB	""	JAX-CKB|CGI|CIViC	20619739|19223544|28424201|19603024|28446642|27002107|26715098|25838391|25724520|25714871
PIK3CA	PIK3CA	Definite	PIK3CA	PALBOCICLIB	""	JAX-CKB|CIViC	27020857|26369631|25002028
PIK3CA	PIK3CA	Definite	PIK3CA	APITOLISIB	inhibitor	MyCancerGenome|JAX-CKB|ChemblInteractions|GuideToPharmacology	26951309|26787751|21998291
PIK3CA	PIK3CA	Definite	PIK3CA	CAPIVASERTIB	""	JAX-CKB|CIViC	26116361|24088382|19755509|22294718|28489509
PIK3CA	PIK3CA	Definite	PIK3CA	TRAMETINIB	""	JAX-CKB	26882569|27797976|26469692|27659046|26627007|26369631
PIK3CA	PIK3CA	Definite	PIK3CA	SIROLIMUS	""	JAX-CKB|NCI|CIViC	15878982|28514312|26882569|19029981|15647370|17376864
PIK3CA	PIK3CA	Definite	PIK3CA	INFIGRATINIB	inhibitor	MyCancerGenome|JAX-CKB	28119489
PIK3CA	PIK3CA	Definite	PIK3CA	MIDOSTAURIN	""	NCI	11719451
PIK3CA	PIK3CA	Definite	PIK3CA	GEFITINIB	""	CIViC	21258250
PIK3CA	PIK3CA	Definite	PIK3CA	ALVOCIDIB	""	NCI	14767524
