tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	406938	0	live	MIR146A	MIRN146, MIRN146A, miR-146a, miRNA146A	microRNA 146a	hsa-mir-146|hsa-mir-146a	5q33.3	5	NC_000005.10	160485352	160485450	plus	1	610566	
10090	Mus musculus	20296	0	live	Ccl2	AI323594, HC11, JE, MCA, MCAF, MCP, MCP-, MCP-1, MCP1, SMC-C, SMC-CF, Scy, Scya2, Sig, Sigje	chemokine (C-C motif) ligand 2	C-C motif chemokine 2|monocyte chemoattractant protein 1|monocyte chemotactic protein 1|platelet-derived growth factor-inducible protein JE|small-inducible cytokine A2	11 49.82 cM	11	NC_000077.7	81926403	81928278	plus	3		
10090	Mus musculus	26413	0	live	Mapk1	9030612K14Rik, AA407128, AU018647, C78273, ERK, Erk2, MAP, MAPK2, PRKM2, Prk, Prkm1, p41mapk, p42m, p42mapk	mitogen-activated protein kinase 1	mitogen-activated protein kinase 1|ERK-2|ERT1|MAP kinase 1|MAP kinase 2|MAPK 1|MAPK 2|extracellular signal-regulated kinase 2|mitogen-activated protein kinase 2|p42-MAPK	16 10.53 cM	16	NC_000082.7	16801246	16865317	plus	9		
9606	Homo sapiens	4288	0	live	MKI67	KIA, MIB-, MIB-1, PPP1R105	marker of proliferation Ki-67	proliferation marker protein Ki-67|antigen Ki67|antigen identified by monoclonal antibody Ki-67|proliferation-related Ki-67 antigen|protein phosphatase 1, regulatory subunit 105	10q26.2	10	NC_000010.11	128096659	128126423	minus	16	176741	
9606	Homo sapiens	54658	0	live	UGT1A1	BILIQTL1, GNT1, HUG-BR1, UDPGT, UDPGT 1-1, UGT1, UGT1A	UDP glucuronosyltransferase family 1 member A1	UDP-glucuronosyltransferase 1A1|UDP glucuronosyltransferase 1 family, polypeptide A1|UDP glycosyltransferase 1 family, polypeptide A1|UDP-glucuronosyltransferase 1-A|UDP-glucuronosyltransferase 1A|UGT-1A|UGT1*1|UGT1-01|UGT1.1|bilirubin UDP-glucuronosyltranserase|bilirubin UDP-glucuronosyltransferase 1-1|bilirubin UDP-glucuronosyltransferase isozyme 1|bilirubin-specific UDPGT isozyme 1	2q37.1	2	NC_000002.12	233760270	233773300	plus	5	191740	
9606	Homo sapiens	4982	0	live	TNFRSF11B	OCIF, OPG, PDB5, TR1	TNF receptor superfamily member 11b	tumor necrosis factor receptor superfamily member 11B|osteoclastogenesis inhibitory factor|osteoprotegerin|tumor necrosis factor receptor superfamily, member 11b	8q24.12	8	NC_000008.11	118923557	118951885	minus	5	602643	
9606	Homo sapiens	929	0	live	CD14		CD14 molecule	monocyte differentiation antigen CD14|myeloid cell-specific leucine-rich glycoprotein	5q31.3	5	NC_000005.10	140631732	140633701	minus	3	158120	
9606	Homo sapiens	3082	0	live	HGF	DFNB39, F-TCFB, HPTA, SF, HGF	hepatocyte growth factor	hepatocyte growth factor|fibroblast-derived tumor cytotoxic factor|hepatocyte growth factor (hepapoietin A; scatter factor)|hepatopoietin-A|lung fibroblast-derived mitogen	7q21.11	7	NC_000007.14	81699006	81770438	minus	20	142409	
9606	Homo sapiens	7490	0	live	WT1	AWT1, GUD, NPHS4, WAGR, WIT-2, WT33	WT1 transcription factor	Wilms tumor protein|Wilms tumor 1	11p13	11	NC_000011.10	32387775	32435539	minus	12	607102	
9606	Homo sapiens	2033	0	live	EP300	KAT3B, MKHK2, RSTS2, p300	E1A binding protein p300	histone acetyltransferase p300|E1A-associated protein p300|E1A-binding protein, 300kD|histone butyryltransferase p300|histone crotonyltransferase p300|p300 HAT|protein 2-hydroxyisobutyryltransferase p300|protein lactyltransferas p300|protein propionyltransferase p300	22q13.2	22	NC_000022.11	41092592	41180077	plus	31	602700	
9606	Homo sapiens	6772	0	live	STAT1	CANDF7, IMD31A, IMD31B, IMD31C, ISGF-3, STAT91	signal transducer and activator of transcription 1	signal transducer and activator of transcription 1-alpha/beta|signal transducer and activator of transcription 1, 91kD|signal transducer and activator of transcription 1, 91kDa|transcription factor ISGF-3 components p91/p84	2q32.2	2	NC_000002.12	190968989	191014197	minus	26	600555	
9606	Homo sapiens	1277	0	live	COL1A1	CAFYD, EDSARTH1, EDSC, OI1, OI2, OI3, OI4	collagen type I alpha 1 chain	collagen alpha-1(I) chain|alpha-1 type I collagen|alpha1(I) procollagen|collagen alpha 1 chain type I|collagen alpha-1(I) chain preproprotein|collagen of skin, tendon and bone, alpha-1 chain|collagen, type I, alpha 1|pro-alpha-1 collagen type 1|type I proalpha 1|type I procollagen alpha 1 chain	17q21.33	17	NC_000017.11	50184096	50201649	minus	51	120150	
9606	Homo sapiens	4843	0	live	NOS2	HEP-NOS, INOS, NOSA, NOS2	nitric oxide synthase 2	nitric oxide synthase, inducible|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2	17q11.2	17	NC_000017.11	27756766	27800529	minus	27	163730	
9606	Homo sapiens	19	0	live	ABCA1	ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD	ATP binding cassette subfamily A member 1	phospholipid-transporting ATPase ABCA1|ATP-binding cassette sub-family A member 1|ATP-binding cassette transporter A1|ATP-binding cassette, sub-family A (ABC1), member 1|cholesterol efflux regulatory protein|membrane-bound	9q31.1	9	NC_000009.12	104781006	104928155	minus	50	600046	
9606	Homo sapiens	2247	0	live	FGF2	BFGF, FGF-2, FGFB, HBGF-2	fibroblast growth factor 2	fibroblast growth factor 2|basic fibroblast growth factor bFGF|fibroblast growth factor 2 (basic)|heparin-binding growth factor 2|prostatropin	4q28.1	4	NC_000004.12	122826708	122898236	plus	3	134920	
9606	Homo sapiens	7428	0	live	VHL	HRCA1, RCA11, pVHL, VHL	von Hippel-Lindau tumor suppressor	von Hippel-Lindau disease tumor suppressor|elongin binding protein|protein G7|von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	3p25.3	3	NC_000003.12	10141778	10153667	plus	4	608537	
9606	Homo sapiens	6934	0	live	TCF7L2	TCF-4, TCF4	transcription factor 7 like 2	transcription factor 7-like 2|HMG box transcription factor 4|T-cell factor 4|T-cell-specific transcription factor 4|hTCF-4|transcription factor 7-like 2 (T-cell specific, HMG-box)	10q25.2-q25.3	10	NC_000010.11	112950247	113167678	plus	20	602228	
9606	Homo sapiens	4869	0	live	NPM1	B23, NPM	nucleophosmin 1	nucleophosmin|nucleolar protein NO38|nucleophosmin (nucleolar phosphoprotein B23, numatrin)|nucleophosmin/nucleoplasmin family, member 1|testicular tissue protein Li 128	5q35.1	5	NC_000005.10	171387116	171410900	plus	13	164040	
10090	Mus musculus	13649	0	live	Egfr	9030024J15Rik, AI552599, Erb, Erbb, Err, Errb1, Errp, Wa, Wa5, wa-2, wa2	epidermal growth factor receptor	epidermal growth factor receptor|avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|waved 2	11 9.41 cM	11	NC_000077.7	16700153	16868158	plus	29		
9606	Homo sapiens	3552	0	live	IL1A	IL-1 alpha, IL-1A, IL1, IL1-ALPHA, IL1F1	interleukin 1 alpha	interleukin-1 alpha|hematopoietin-1|preinterleukin 1 alpha|pro-interleukin-1-alpha	2q14.1	2	NC_000002.12	112773925	112784493	minus	8	147760	
9606	Homo sapiens	406947	0	live	MIR155	MIRN155, miRNA155, mir-155	microRNA 155	hsa-mir-155	21q21.3	21	NC_000021.9	25573980	25574044	plus	1	609337	
9606	Homo sapiens	3320	0	live	HSP90AA1	EL52, HEL-S-65p, HSP86, HSP89A, HSP90A, HSP90N, HSPC1, HSPCA, HSPCAL1, HSPCAL4, HSPN, Hsp103, Hsp89, Hsp90, LAP-2, LAP2	heat shock protein 90 alpha family class A member 1	heat shock protein HSP 90-alpha|HSP 86|LPS-associated protein 2|epididymis luminal secretory protein 52|epididymis secretory sperm binding protein Li 65p|heat shock 86 kDa|heat shock 90kD protein 1, alpha|heat shock 90kD protein 1, alpha-like 4|heat shock 90kD protein, alpha-like 4|heat shock 90kDa protein 1, alpha|heat shock protein 90kDa alpha (cytosolic), class A member 1|heat shock protein 90kDa alpha family class A member 1|lipopolysaccharide-associated protein 2|renal carcinoma antigen NY-REN-38	14q32.31	14	NC_000014.9	102080742	102139749	minus	13	140571	
9606	Homo sapiens	4023	0	live	LPL	HDLCQ11, LIPD	lipoprotein lipase	lipoprotein lipase|phospholipase A1	8p21.3	8	NC_000008.11	19939253	19967259	plus	10	609708	
10116	Rattus norvegicus	24451	0	live	Hmox1	HEOXG, Heox, Hmox, Ho-1, Ho1, hsp32	heme oxygenase 1	heme oxygenase 1|heme oxygenase (decycling) 1|heme oxygenase (decyclizing) 1	19p11	19	NC_051354.1	13466287	13474082	plus	7		
9606	Homo sapiens	4204	0	live	MECP2	AUTSX3, MRX16, MRX79, MRXS13, MRXSL, PPMX, RS, RTS, RTT	methyl-CpG binding protein 2	methyl-CpG-binding protein 2|meCp-2 protein	Xq28	X	NC_000023.11	154021573	154097717	minus	11	300005	
9606	Homo sapiens	5265	0	live	SERPINA1	A1A, A1AT, AAT, PI, PI1, PRO2275, alpha1AT, nNIF	serpin family A member 1	alpha-1-antitrypsin|alpha-1 antitrypsin|alpha-1 protease inhibitor|alpha-1 proteinase inhibitor|alpha-1-antiproteinase|alpha-1-antitrypsin short transcript variant 1C4|alpha-1-antitrypsin short transcript variant 1C5|anti-elastase|epididymis secretory sperm binding protein|protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin|serine (or cysteine) proteinase inhibitor, clade A, member 1|serpin A1|serpin peptidase inhibitor clade A (alpha-1antiproteinase, antitrypsin) member 1|serpin peptidase inhibitor clade A member 1|serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	14q32.13	14	NC_000014.9	94376747	94390654	minus	7	107400	
9606	Homo sapiens	3039	0	live	HBA1	ECYT7, HBA-T3, HBH, METHBA	hemoglobin subunit alpha 1	hemoglobin subunit alpha|alpha globin chain|alpha one globin|alpha-2 globin chain|delta globin|hemoglobin alpha 1 globin chain|hemoglobin, alpha 1	16p13.3	16	NC_000016.10	176680	177522	plus	3	141800	
9606	Homo sapiens	2068	0	live	ERCC2	COFS2, EM9, TFIIH, TTD, TTD1, XPD	ERCC excision repair 2, TFIIH core complex helicase subunit	general transcription and DNA repair factor IIH helicase subunit XPD|BTF2 p80|CXPD|DNA excision repair protein ERCC-2|DNA repair protein complementing XP-D cells|TFIIH 80 kDa subunit|TFIIH basal transcription factor complex 80 kDa subunit|TFIIH basal transcription factor complex helicase XPB subunit|TFIIH basal transcription factor complex helicase XPD subunit|TFIIH basal transcription factor complex helicase subunit|TFIIH p80|TFIIH subunit XPD|basic transcription factor 2 80 kDa subunit|excision repair cross-complementation group 2|excision repair cross-complementing rodent repair deficiency, complementation group 2|xeroderma pigmentosum complementary group D|xeroderma pigmentosum group D-complementing protein	19q13.32	19	NC_000019.10	45349837	45370647	minus	25	126340	
9606	Homo sapiens	861	0	live	RUNX1	AML1, AML1-EVI-1, AMLCR1, CBF2alpha, CBFA2, EVI-1, PEBP2aB, PEBP2alpha	RUNX family transcription factor 1	runt-related transcription factor 1|AML1-ETO fusion|AML1-ETO fusion protein|AML1-EVI-1 fusion protein|PEA2-alpha B|PEBP2-alpha B|SL3-3 enhancer factor 1 alpha B subunit|SL3/AKV core-binding factor alpha B subunit|acute myeloid leukemia 1 protein|core-binding factor, runt domain, alpha subunit 2|mutant RUNX1|oncogene AML-1|polyomavirus enhancer-binding protein 2 alpha B subunit|runt related transcription factor 1	21q22.12	21	NC_000021.9	34787801	35049334	minus	13	151385	
9606	Homo sapiens	2335	0	live	FN1	CIG, ED-B, FINC, FN, FNZ, GFND, GFND2, LETS, MSF, SMDCF	fibronectin 1	fibronectin|cold-insoluble globulin|epididymis secretory sperm binding protein|migration-stimulating factor	2q35	2	NC_000002.12	215360862	215436167	minus	46	135600	
10090	Mus musculus	12575	0	live	Cdkn1a	CAP, CAP20, CDK, CDKI, CI, CIP1, Cdkn, Cdkn1, P2, P21, SD, SDI1, Waf, Waf1, mda, mda6, p21C, p21Cip1, p21W, p21WAF	cyclin-dependent kinase inhibitor 1A (P21)	cyclin-dependent kinase inhibitor 1|CDK-interacting protein 1|melanoma differentiation-associated protein	17 15.12 cM	17	NC_000083.7	29309953	29319696	plus	4		
9606	Homo sapiens	5241	0	live	PGR	NR3C3, PR	progesterone receptor	progesterone receptor|nuclear receptor subfamily 3 group C member 3	11q22.1	11	NC_000011.10	101029624	101130681	minus	10	607311	
10116	Rattus norvegicus	24498	0	live	Il6	ILg6, Ifnb2	interleukin 6	interleukin-6|IL-6|Interleukin 6 (interferon, beta 2)	4q11	4	NC_051339.1	5214602	5219178	minus	5		
9606	Homo sapiens	213	0	live	ALB	FDAHT, HSA, PRO0883, PRO0903, PRO1341	albumin	albumin|serum albumin	4q13.3	4	NC_000004.12	73404287	73421482	plus	15	103600	
9606	Homo sapiens	54106	0	live	TLR9	CD289	toll like receptor 9	toll-like receptor 9	3p21.2	3	NC_000003.12	52221080	52225645	minus	2	605474	
9606	Homo sapiens	841	0	live	CASP8	ALPS2B, CAP4, Casp-8, FLICE, MACH, MCH5	caspase 8	caspase-8|FADD-homologous ICE/CED-3-like protease|FADD-like ICE|ICE-like apoptotic protease 5|MACH-alpha-1/2/3 protein|MACH-beta-1/2/3/4 protein|MORT1-associated ced-3 homolog|apoptotic cysteine protease|apoptotic protease Mch-5|caspase 8, apoptosis-related cysteine peptidase|caspase 8, apoptosis-related cysteine protease	2q33.1	2	NC_000002.12	201233443	201287711	plus	15	601763	
9606	Homo sapiens	5599	0	live	MAPK8	JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c	mitogen-activated protein kinase 8	mitogen-activated protein kinase 8|JUN N-terminal kinase|MAP kinase 8|c-Jun N-terminal kinase 1|stress-activated protein kinase 1|stress-activated protein kinase 1c	10q11.22	10	NC_000010.11	48306673	48439360	plus	16	601158	
9606	Homo sapiens	10	0	live	NAT2	AAC2, NAT-2, PNAT	N-acetyltransferase 2	arylamine N-acetyltransferase 2|N-acetyltransferase 2 (arylamine N-acetyltransferase)|N-acetyltransferase type 2|arylamide acetylase 2	8p22	8	NC_000008.11	18386585	18401219	plus	3	612182	
10090	Mus musculus	20750	0	live	Spp1	2AR, Ap, Apl-1, B, BNSP, BSPI, Bsp, ETA-, ETA-1, Eta, OP, Opn, Opnl, R, Ric, Sp, Spp-1, mi, ost	secreted phosphoprotein 1	osteopontin|44 kDa bone phosphoprotein|bone sialoprotein 1|calcium oxalate crystal growth inhibitor protein|early T-lymphocyte activation 1 protein|minopontin|osteopontin-like protein	5 50.68 cM	5	NC_000071.7	104582977	104588919	plus	8		
9606	Homo sapiens	3558	0	live	IL2	IL-2, TCGF, lymphokine	interleukin 2	interleukin-2|T cell growth factor|aldesleukin|involved in regulation of T-cell clonal expansion	4q27	4	NC_000004.12	122451470	122456725	minus	4	147680	
10090	Mus musculus	12772	0	live	Ccr2	CC-CKR-, CCR, CKR, Cc-ckr-2a, Ccr2b, Ckr2, Ckr2a, Ckr2b, Cmkbr, Cmkbr2, mJe-r, Ccr2	chemokine (C-C motif) receptor 2	C-C chemokine receptor type 2|C-C CHEMOKINE RECEPTOR TYPE 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (JE/FIC RECEPTOR) (MCP-1 RECEPTOR)|C-C CKR-2|CCR-2|JE/FIC receptor|MCP-1 receptor|MIP-1 alphaR|chemoattractant protein-1 receptor|chemokine (C-C) receptor 2	9 75.05 cM	9	NC_000075.7	123901954	123913594	plus	6		
9606	Homo sapiens	5578	0	live	PRKCA	AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA	protein kinase C alpha	protein kinase C alpha type|PKC-A|aging-associated gene 6	17q24.2	17	NC_000017.11	66302613	66810743	plus	24	176960	
9606	Homo sapiens	2321	0	live	FLT1	FLT, FLT-1, VEGFR-1, VEGFR1	fms related receptor tyrosine kinase 1	vascular endothelial growth factor receptor 1|fms related tyrosine kinase 1|fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor	13q12.3	13	NC_000013.11	28300346	28495128	minus	33	165070	
9606	Homo sapiens	5781	0	live	PTPN11	BPTP3, CFC, JMML, METCDS, NS1, PTP-1D, PTP2C, SH-PTP2, SH-PTP3, SHP2	protein tyrosine phosphatase non-receptor type 11	tyrosine-protein phosphatase non-receptor type 11|SH2 domain-containing protein tyrosine phosphatase 2|protein-tyrosine phosphatase 1D|protein-tyrosine phosphatase 2C	12q24.13	12	NC_000012.12	112418915	112509918	plus	16	176876	
9606	Homo sapiens	3265	0	live	HRAS	C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV1, RASH1, p21ras, HRAS	HRas proto-oncogene, GTPase	GTPase HRas|GTP- and GDP-binding peptide B|Ha-Ras1 proto-oncoprotein|Harvey rat sarcoma viral oncogene homolog|Harvey rat sarcoma viral oncoprotein|Ras family small GTP binding protein H-Ras|c-has/bas p21 protein|p19 H-RasIDX protein|transformation gene: oncogene HAMSV|transforming protein p21|v-Ha-ras Harvey rat sarcoma viral oncogene homolog	11p15.5	11	NC_000011.10	532242	535576	minus	7	190020	
10090	Mus musculus	12389	0	live	Cav1	Cav, Cav-1, cave	caveolin 1, caveolae protein	caveolin-1|caveolin, caveolae protein 1|caveolin, caveolae protein, 22 kDa	6 A2	6	NC_000072.7	17306287	17341327	plus	5		
9606	Homo sapiens	25	0	live	ABL1	ABL, BCR-ABL, CHDSKM, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl	ABL proto-oncogene 1, non-receptor tyrosine kinase	tyrosine-protein kinase ABL1|ABL protooncogene 1 nonreceptor tyrosine kinase|Abelson tyrosine-protein kinase 1|bcr/c-abl oncogene protein|c-abl oncogene 1, receptor tyrosine kinase|proto-oncogene c-Abl|proto-oncogene tyrosine-protein kinase ABL1|truncated ABL protooncogene 1 nonreceptor tyrosine kinase|v-abl Abelson murine leukemia viral oncogene homolog 1	9q34.12	9	NC_000009.12	130713043	130887675	plus	12	189980	
9606	Homo sapiens	2697	0	live	GJA1	AVSD3, CMDR, CX43, EKVP, EKVP3, GJAL, HLHS1, HSS, ODDD, PPKCA	gap junction protein alpha 1	gap junction alpha-1 protein|connexin-43|gap junction 43 kDa heart protein|gap junction protein, alpha 1, 43kDa	6q22.31	6	NC_000006.12	121435646	121449727	plus	2	121014	
10090	Mus musculus	26417	0	live	Mapk3	Erk, Erk-, Erk-1, Erk1, Ert2, Esr, Esrk1, Mnk1, Mtap, Mtap2k, Prk, Prkm3, p44, p44er, p44erk1, p44m, p44mapk	mitogen-activated protein kinase 3	mitogen-activated protein kinase 3|MAP kinase 3|extracellular signal-regulated kinase 1|insulin-stimulated MAP2 kinase|microtubule-associated protein 2 kinase|p44 MAP kinase|pp42/MAP kinase	7 69.25 cM	7	NC_000073.7	126358798	126364988	plus	9		
9606	Homo sapiens	1471	0	live	CST3	ARMD11, HEL-S-2	cystatin C	cystatin-C|bA218C14.4 (cystatin C)|cystatin 3|epididymis secretory protein Li 2|gamma-trace|neuroendocrine basic polypeptide|post-gamma-globulin	20p11.21	20	NC_000020.11	23626706	23637955	minus	4	604312	
9606	Homo sapiens	4436	0	live	MSH2	COCA1, FCC1, HNPCC, HNPCC1, LCFS2, MMRCS2, hMSH2	mutS homolog 2	DNA mismatch repair protein Msh2|DNA mismatch repair protein Msh2 transcript|mutS homolog 2, colon cancer, nonpolyposis type 1	2p21-p16.3	2	NC_000002.12	47403067	47634501	plus	22	609309	
9606	Homo sapiens	10891	0	live	PPARGC1A	LEM6, PGC-1(alpha), PGC-1alpha, PGC-1v, PGC1, PGC1A, PPARGC1	PPARG coactivator 1 alpha	peroxisome proliferator-activated receptor gamma coactivator 1-alpha|L-PGC-1alpha|PGC-1-alpha|PPAR gamma coactivator variant form|PPARGC-1-alpha|PPARgamma coactivator 1alpha|ligand effect modulator-6|peroxisome proliferator-activated receptor gamma coactivator 1 alpha transcript variant B4-3ext|peroxisome proliferator-activated receptor gamma coactivator 1 alpha transcript variant B4-8a|peroxisome proliferator-activated receptor gamma coactivator 1 alpha transcript variant B5-NT	4p15.2	4	NC_000004.12	23792021	24472905	minus	24	604517	
9606	Homo sapiens	6790	0	live	AURKA	AIK, ARK1, AURA, BTAK, PPP1R47, STK15, STK6, STK7	aurora kinase A	aurora kinase A|aurora 2|aurora/IPL1-like kinase|aurora/IPL1-related kinase 1|breast tumor-amplified kinase|protein phosphatase 1, regulatory subunit 47|serine/threonine protein kinase 15|serine/threonine-protein kinase 6|serine/threonine-protein kinase aurora-A	20q13.2	20	NC_000020.11	56369390	56392308	minus	12	603072	
9606	Homo sapiens	3065	0	live	HDAC1	GON-10, HD1, KDAC1, RPD3, RPD3L1	histone deacetylase 1	histone deacetylase 1|reduced potassium dependency, yeast homolog-like 1	1p35.2-p35.1	1	NC_000001.11	32292083	32333628	plus	14	601241	
9606	Homo sapiens	4353	0	live	MPO		myeloperoxidase	myeloperoxidase	17q22	17	NC_000017.11	58269855	58280935	minus	12	606989	
9606	Homo sapiens	1950	0	live	EGF	HOMG4, URG	epidermal growth factor	pro-epidermal growth factor|beta-urogastrone	4q25	4	NC_000004.12	109912883	110013766	plus	26	131530	
9606	Homo sapiens	1869	0	live	E2F1	E2F-1, RBAP1, RBBP3, RBP3	E2F transcription factor 1	transcription factor E2F1|PBR3|PRB-binding protein E2F-1|RBAP-1|RBBP-3|retinoblastoma-associated protein 1|retinoblastoma-binding protein 3	20q11.22	20	NC_000020.11	33675477	33686385	minus	7	189971	
9606	Homo sapiens	2067	0	live	ERCC1	COFS4, RAD10, UV20	ERCC excision repair 1, endonuclease non-catalytic subunit	DNA excision repair protein ERCC-1|excision repair cross-complementation group 1|excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	19q13.32	19	NC_000019.10	45407334	45451547	minus	13	126380	
9606	Homo sapiens	2152	0	live	F3	CD142, TF, TFA	coagulation factor III, tissue factor	tissue factor|coagulation factor III (thromboplastin, tissue factor)	1p21.3	1	NC_000001.11	94529173	94541759	minus	6	134390	
9606	Homo sapiens	8074	0	live	FGF23	ADHR, FGFN, HFTC2, HPDR2, HYPF, PHPTC	fibroblast growth factor 23	fibroblast growth factor 23|phosphatonin|tumor-derived hypophosphatemia inducing factor	12p13.32	12	NC_000012.12	4368227	4379712	minus	3	605380	
9606	Homo sapiens	4314	0	live	MMP3	CHDS6, MMP-3, SL-1, STMY, STMY1, STR1	matrix metallopeptidase 3	stromelysin-1|matrix metalloproteinase 3 (stromelysin 1, progelatinase)|proteoglycanase|transin-1	11q22.2	11	NC_000011.10	102835801	102843609	minus	10	185250	
9606	Homo sapiens	3309	0	live	HSPA5	BIP, GRP78, HEL-S-89n	heat shock protein family A (Hsp70) member 5	endoplasmic reticulum chaperone BiP|78 kDa glucose-regulated protein|HSP70 family protein 5|binding-immunoglobulin protein|endoplasmic reticulum lumenal Ca(2+)-binding protein grp78|epididymis secretory sperm binding protein Li 89n|glucose-regulated protein, 78kDa|heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)|heat shock protein 70 family protein 5|heat shock protein family A member 5|immunoglobulin heavy chain-binding protein	9q33.3	9	NC_000009.12	125234853	125241343	minus	8	138120	
10090	Mus musculus	20846	0	live	Stat1	2010005J02Rik, AA408197	signal transducer and activator of transcription 1	signal transducer and activator of transcription 1	1 26.81 cM	1	NC_000067.7	52158588	52201024	plus	26		
9606	Homo sapiens	56729	0	live	RETN	ADSF, FIZZ31, RSTN, XCP1, RETN	resistin	resistin|C/EBP-epsilon regulated myeloid-specific secreted cysteine-rich protein precursor 1|adipose tissue-specific secretory factor|c/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein|cysteine-rich secreted protein A12-alpha-like 2|cysteine-rich secreted protein FIZZ3|found in inflammatory zone 3|resistin delta2	19p13.2	19	NC_000019.10	7669049	7670455	plus	4	605565	
9606	Homo sapiens	3481	0	live	IGF2	C11orf43, GRDF, IGF-II, PP9974, SRS3	insulin like growth factor 2	insulin-like growth factor II|T3M-11-derived growth factor|insulin-like growth factor 2 (somatomedin A)|insulin-like growth factor type 2|preptin	11p15.5	11	NC_000011.10	2129117	2149566	minus	9	147470	
9606	Homo sapiens	6352	0	live	CCL5	D17S136E, RANTES, SCYA5, SIS-delta, SISd, TCP228, eoCP	C-C motif chemokine ligand 5	C-C motif chemokine 5|T-cell specific protein p288|beta-chemokine RANTES|chemokine (C-C motif) ligand 5|eosinophil chemotactic cytokine|regulated upon activation, normally T-expressed, and presumably secreted|small inducible cytokine subfamily A (Cys-Cys), member 5	17q12	17	NC_000017.11	35871491	35880360	minus	4	187011	
9606	Homo sapiens	4128	0	live	MAOA	BRNRS, MAO-A	monoamine oxidase A	amine oxidase [flavin-containing] A|monoamine oxidase type A	Xp11.3	X	NC_000023.11	43655006	43746817	plus	16	309850	
9606	Homo sapiens	1577	0	live	CYP3A5	CP35, CYPIIIA5, P450PCN3, PCN3	cytochrome P450 family 3 subfamily A member 5	cytochrome P450 3A5|aryl hydrocarbon hydroxylase|cytochrome P450 HLp2|cytochrome P450, family 3, subfamily A, polypeptide 5|cytochrome P450, subfamily IIIA (niphedipine oxidase), polypeptide 5|cytochrome P450-PCN3|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	7q22.1	7	NC_000007.14	99648194	99679996	minus	14	605325	
9606	Homo sapiens	3953	0	live	LEPR	CD295, LEP-RD, OB-R, OBR, LEPR	leptin receptor	leptin receptor|OB receptor|huB219	1p31.3	1	NC_000001.11	65420652	65641559	plus	24	601007	
9606	Homo sapiens	6513	0	live	SLC2A1	CSE, DYT17, DYT18, DYT9, EIG12, GLUT, GLUT-1, GLUT1, GLUT1DS, HTLVR, PED, SDCHCN	solute carrier family 2 member 1	solute carrier family 2, facilitated glucose transporter member 1|choreoathetosis/spasticity, episodic (paroxysmal choreoathetosis/spasticity)|glucose transporter type 1, erythrocyte/brain|hepG2 glucose transporter|human T-cell leukemia virus (I and II) receptor|receptor for HTLV-1 and HTLV-2|solute carrier family 2 (facilitated glucose transporter), member 1	1p34.2	1	NC_000001.11	42925353	42958868	minus	10	138140	
9606	Homo sapiens	3486	0	live	IGFBP3	BP-53, IBP3	insulin like growth factor binding protein 3	insulin-like growth factor-binding protein 3|IBP-3|IGF-binding protein 3|IGFBP-3|acid stable subunit of the 140 K IGF complex|binding protein 29|binding protein 53|growth hormone-dependent binding protein	7p12.3	7	NC_000007.14	45912245	45921272	minus	5	146732	
9606	Homo sapiens	4170	0	live	MCL1	BCL2L3, EAT-ES, MCL1L, MCL1S, Mcl-1, TM, bcl2-L-3, mcl1/EAT, MCL1	MCL1 apoptosis regulator, BCL2 family member	induced myeloid leukemia cell differentiation protein Mcl-1|BCL2 family apoptosis regulator|MCL1, BCL2 family apoptosis regulator|bcl-2-like protein 3|bcl-2-related protein EAT/mcl1|myeloid cell leukemia 1|myeloid cell leukemia ES|myeloid cell leukemia sequence 1 (BCL2-related)	1q21.2	1	NC_000001.11	150574558	150579610	minus	4	159552	
